Sentence	Writer_Anger
ウサギを飼うと飼い主は制圧されて家を乗っ取られてしまうー。犬のようなしつけはほとんどきかないし、（多少は空気を呼んで守るところのルールは守れる）見た目の可愛さにだまされて甘やかしてしまう…ウサギおそるべし。	0
人間もそうだけど、やはり動物のマウンティングはすごい。ウサギですらすきあらば、自分より大きい人間にも「自分のほうが上」アピールすごいしてくる。家のなかはほぼヤツのなわばりにされてしまった。	0
先代のうさぎは早くなくなったけど、子どもだからかやたらあちことにおしっこして回っていた。（放し飼いではなく、時々部屋で遊ばせる）「わーい、記念にしっこしとこ。」みたいに思え、なんとなく人間の「いいね」「SNS投稿」に似てる気がして、それからはそそうも腹が立たなくなった。	0
でも3代目のうさはトイレがきっちりしていて、清潔好きで、草食だからかけもの臭も全くないので、ペットさんとして、本当に助かっている。縄張り意識は一番すごいけど。	0
手越さんの芸能活動全て自粛というのは、けっこう重いやつ？酒席てなんなのー　もやっとする。	0
そういえば、手越祐也さんのヘアスタイル、うちにある女児用玩具「メルちゃん」と髪の色、ヘアスタイルが一緒。前々からその頭、誰かに似てる…と思っていたら…。	0
「メルちゃん」は温めると髪の毛が金髪からピンクになるんだけど、品質劣化でずっとピンクベージュから戻らない。子どもが小さい時に散髪したから、ブサイクなショートカット。最近ピンク髪がはやってたから、今はおしゃれに見える。	0
チキンラーメンのビーフ味とポーク味、もう売ってないのかな。気になるわ。	0
ああー、雨の中探し回ったのに収穫ゼロ…ムダに時間使っちゃった…	0
古き良き田舎の景観…とか消えつつあるのかなー。	0
野生のキジは相変わらずいるようだったけど。キエー！て鳴き声がした。（ケンケンと鳴くイメージがあるようだけど）	0
野生のキジはたまに見かける。オスは美しいので遭遇すると感動するけど、いつも小走りなのが格好悪い。確かあまり飛べないらしい。	0
あーあ、はちのこがいる、って、すでにはちのこがあったら苦労はしていないよ。	0
今日のイオンは、最近より活気が感じられた。なんか「ガヤガヤ」していた。いつもの火曜市の感じ。ちょっとほっとする。	0
そういえば田中貴金属でプラチナ買ってたわ。放置している間にけっこう安くなっちゃって…かれこれ、金のほうが逆転するってどういうことー？	0
金とプラチナは資産を分散させるのに買ったので、これでせこせことお金をもうけるつもりはなかったんだけど、売るタイミングがずっとないので放置もなんだか。面倒くさいなあ。	0
あら、手越さん、イッテQの毎年恒例の占いが的中したって話題になってる。確かに今年の手越さんは忠告されてたねえ。なんとなく、占ったというより、普段の行いからの忠告ぽいなとは思ってテレビを見ていたけど。	0
イッテQといえば、イモトさんは妊活のため、森三中さんは3次のヒロインに世代交代のため、引退っていうまことしやかなニュースが流れたけど、理由がリアルで一瞬ほんとだと思っちゃった。あれはなんだったのか？	0
今日って朝から夕方まで、市内ではパトカー見る機会が多かった。たまたま、かな？いつも思うけど、空腹時に日本のパトカー見ると海苔を巻いた梅干しのおにぎりが食べたくなる。	0
今日の夕焼けはきれいなオレンジ〜ピンク色だった。写真とれば良かった。	0
風呂上がりのピルクル。普段はヤクルトはーふだけど、予算の都合で割安なピルクルに代替え。甘い…。でも一応、保健機能食品マーク付き。	0
とりあえず、金曜日のキングダムが超楽しみ。	0
ピルクル、アマー。ピルクル味と思われる、ほろ酔いのハピクルはおいしかったけどな。	0
あーあ。朝の8時台とか、夜の9時過ぎに、固定電話のほうにセールスの電話かけてくるのやめてほしいな。出ないけど、同じ電話番号2か所が2日1回の割合でかけてくる。	2
朝の9時前、夜の9時以降に、固定電話に電話がかかってくると、大事な電話かと思ってドキッとするんだよね、この時間ならと思ってセールス電話しつこくかけないでほしいわー。電話番号をネットで調べたらあやしい会社だったので。	2
固定電話って、もうほとんどセールスと自動音声みたいな電話しかかかってこないので、スマホがあるから、なくてもいい気がするけど、固定電話の有無は社会的信用につながるので、取っといてる感じ…。維持費がもったいないかな。	0
関ジャニ∞の安田章大さんて脳の病気だったのよね。当時はあまり騒がれてなかったし、その後も元気な姿が見られるので良かったと思っていたんだけど、脳腫瘍の後遺症がないわけではないと告白していて、びっくりした。	0
関ジャニには解散しないでずっと活躍してほしいなー。	0
本日の検索トレンドのダイオウグソクムシの「ダイオウグソクムシの排便が2年ぶりに確認された。」ってなんだろう？いろいろ不思議。	0
コロナの2波3波が来ませんように。	0
市内に最近閉店した飲食店があるんだけど、残念だなと思ってネットを見ていたら、星5段階でつける評価のところに「くさい、まずい、きたない」とかコメントがあって、もうちょっとほかの言い方ないのかな、と心を傷めたことがある。普通においしかったので。	1
PT?SNSに限らず、ネットでしかよう発言できんようなコメントは、やめたほうがいいと思う。	0
私は普段は校正の下請けをしている。コロナの影響で事業が一時的にお休みになり、その企業の校正は今はないけど、2〜月はやはり皆さんの言動がピリピリし始め、パンデミックに関する校正のマニュアルもなかったので、難しさを感じていた。	0
誤字脱字はもちろん、上から目線、主観的な評価なども校正させていただいている。また他の企業のお仕事では、気になる言い回しをこっそり直させていただいた。知らない人から「いいですかみなさん」「筆者の若いころなんてのは」と言われたらイラッと来るのではないかと思い…。	0
心にある感情が浮かんだり、内輪でああだこうだ言ったりするのはおおいにいいと思うんだけど、それをそのまま不特定多数に発信する、特に文字に残すのは怖いと思う。「ペンは凶器にもなる」と教えてもらったので、そうだな…！と思って、日本語の文法も俗語も勉強を続けている。	0
5月に機種変したスマホが「5月24〜26日　尿」とスケジュールを知らせてくる。日程、キーワードとも、全く心当たりがなく、戸惑っているし何を意味しているのか気になる。	0
4年で3500件の書類をチェックしたところ、男性は「てにをは」を省き、文章がねじれる人、上から目線の人がたまにおられ、女性は文法はまとまって読みやすいけどダラダラ長い傾向がある…と感じた。すべてがそうではないけど、どっちかいうと同性のほうが意味は理解しやすい。	0
あと、長文の読みやすさは文のうまい下手ではなく、最後にきちんと読み返して直す「思いやり」にあると思う。理解しにくい章は、ねじれて誤字脱字があって、最後に見直してないことがわかるので、知的な内容であってもぐっとこない。	0
「最近はSNS普及の影響で、若い人の文章を書く力が明らかに低下していて残念」という感想を、ライティングを発注している企業の方に教えてもらった。全員ではないと思うけど。ノマドとかライターとかでやっていきたい人は、長文を書く練習もきちんとしたほうが良さそう。	0
逆にベテラン層は文章がうまく安定感があるけど「自分より年上だから気を遣う」って。つまり企業の都合から言えば「自分より若くて文章のうまいライター求む」ということのようです。	0
それを聞くと「中高年になってから転職でパートや嘱託で入ってきた人がいて、上司の自分より年上で変な雰囲気」というのも少し理解できる。	0
映画やドラマで俳優が悪役を演じるのと違って、Tラスハウスのようなバラエティは、出演者が素で振る舞っているのか演出なのか茶の間にはわからない。タレントにテレビで見るイメージが定着するのは気の毒。	0
そういえば、うちの実家の近所に「Iなかに泊まろう」のロケが来た時「どこどこの誰誰が声をかけられたときにすごい剣幕で追い返し、あとで近所の人らにたしなめられた」と母が言ってた。テレビではカットされてたけど、排他的な田舎ではありがちかもね〜。	0
茶の間の一視聴者としては、手越さんはアイドル、ジャニーズが一番向いているように見えるけど、それはテレビが作りあげた虚像なのかしらねえ？NEWSは9人くらいいたのに、たった3人になっちゃうのも悲しい	0
写真を撮ってまわる際、人物が写るのはNGというルールがあるけど、絶対どこにも聖地めぐりのファンがいるんだよね…。行くたびにコスプレした同じ子に遭遇し、親子ほど年の離れた子から、私もファンと勘違いされたようだった。	0
アニメファン、コスプレファンと聞くと世間ではマニアックな（ちょっとネガティブ）と偏見を持つ持つ大人もいると思うけど、実際は素直で良い子が多いと感じた。おばさんの私に「写真撮りましょうかー？」と声を掛けてくれるコスプレした若い子もいた。	0
そんなわけでアニメを見ない私も、東京アニメーションとFree!には特別な思いを持つようになっていただけど、悲しい事件が起き、言葉に出せないくらいショックを受けた。	2
Free!がヒットしたころ、県外のある企業が聖地・岩美の写真を募集しているのを知って、写真を200枚くらい撮って提供したことがある。アニメをすべて見ておさらいし、全く同じアングルにこだわって撮ったので、先方に大変喜んでもらえた。	0
夏の岩美は特に美しく、必ず夏には足を運んでいたんだけど、事件の後は怖すぎて、理由はわからないけ岩美にも全く近寄れなくなってしまった…。勇気を出して気持ちの整理をつけ、岩美に行こうと思う。	1
ちょっとまだ状況がのみ込めない。言うとしたら「なかったことにして」「タイムマシーンであの日以前に戻して」としか言葉が浮かばない。	1
私は吹奏楽をやっていて、ユーフォの経験もあるんだけど「響け!ユーフォニアム」は吹奏楽部員にしかわからない葛藤の描写が細かすぎて胃が痛くなるほど、これは素晴らしい青春アニメだと思った。	1
火災の直後、いち早く某掲示板で「犯人はBリサク＝A葉Sじゃね？」みたいなのが上がっていたのを見た。ネットは情報が早いねー。そして、それが事実だった。Bリサク…バリトンサックスという楽器のことでもあり、良い気持ちがしなかった。	1
せっかくユーフォやチューバという、存在もマイナーで重くて座るポジションも隠れがちな楽器に、スポットライトが当たって喜んでいたのに、なんということ…	1
アベノマスクの配布、賛否両論だけども、実際にガーゼマスクをしている人はまだ2回しか見たことがないので、使いづらい。以前の職場では、毎日ガーゼマスクで働いていたのですが。	0
居酒屋閉店ラッシュ、困るー。でもそうすると不足するのでは？そうしたら、また新しく居酒屋ができて少しずつ増えていくのだろうか？	0
お昼に小さな生き物のお世話をしていました。癒されます。	0
先週から、一番嫌いなジャンルのイキモノを飼育中。手で触れるようになったっ！	0
去年はキャベツがモンシロチョウにやられるも、放置しておいたら一斉に白い蝶が…頭の中で木村カエラさんのバタフライが頭の中で流れた。「Butterfly 今日は今までの どんな君より 美しい白い羽で〜」 いいもの見られた。	0
世知辛い世の中なので、たまには意識して自然に目を向けて息抜きをしていかないと…。	0
ローソンのドラクエグッズ可愛い！スライムの形を活かした急須とか、はぐれメタルの質感を生かしたキーリングとか。シリコントレーはスライム型のグミが作れそう	0
ほっぺちゃんを見た時「スライムじゃん」と思ってしまった。	0
卵サンドは好きだけど、玉子焼きを挟んだ卵サンドは苦手。なんでかな、でもたまにそういう人いるよね。マヨネーズであえる王道の卵サンドが美味しい。	0
ああローソンのおうちカフェ食べたくなっちゃった。家族を迎えに行く際、駅前のローソンで買って帰ろうかな！次々色々なの出してくれて、ありがたいね。	0
あと一時間くらいで秋葉原着くなう	0
東京駅なう	0
ようやく待機列にならんだなう	0
少しお腹すいた	0
さてもう寝ようか	0
今から東方仮装祭に向けて出発だー	0
今からアキバいくぜ	0
東京駅なう	0
一ヶ月前に某生主さんからフォローされててマジ驚いた。小傘ちゃんが喜ぶほどに	0
コミケは明日行くけど今日はどんな感じなのかな？	0
地元の友人がコミケ行ってた時期があるけどいまも行っているのだろうか？	0
今からコミケ向かうなう	0
コミケ帰り勢と電車に乗り合わせ。まだいたのかw	0
アキバで物産展やってた。東北の野菜をいっぱい買ったよん。	0
神霊廟届いた〜	0
今日は疲れちゃった。生放送はやめとこう	0
SPに向けてコス衣装を準備中。	0
とある時からテレビみなくなったね	1
さて明後日はついにコス衣装が届く	0
次のコス衣装はクオリティ高いっぽい。	0
さて風呂ったらいよいよコス衣装試着だ〜	0
さてＳＰのカタログ買って帰るか	0
東方、いや東京駅なう	0
夕御飯なう	0
今年のひな祭りの記念枠のコメント見ててちょっとテンション上がった	0
西船橋なう	0
今後放送どうしようかな？	0
だが放送は相変わらずgdgdというw	0
ただいま〜	0
さてそろそろ寝るか	0
さてホテル予約取らないとな	0
数年ぶりに大江戸線のった	0
会場入りは11時すぎになる	0
今度はキャリーケース絶対買う	0
2：00：00前後。霊夢さんと星ちゃんのコスをした放送者の真後ろにいた。もしかしたら人違いかも。むしろ人違いであってほしいww	0
生放送やってて嬉しいこと　「今まで大学生だと思ってた」　若いっていいねぇ〜	0
電車涼しいなう	0
次回からはイベ前の前泊は止めよう。コストパフォーマンスが悪すぎる	1
また人身事故か	1
名古屋の大雨本当に大丈夫かな。心配でしょうがない	1
今日音盤夜行行きたかったけど台風で諦めた。	0
停電長いな	2
生放送やめようかと最近思う	0
紅楼夢のカタログいくらかなー	0
電車すいてるー	0
いまから温泉いくのん	0
明日東方仮装祭参加される方は、楽しんできてくださいね	0
ついに枠内でコス画像晒してもーたww	0
二分待てばがら空きの電車が来るのになぜ満員電車に乗るのだろうか？	0
漸く溜め込んでいた厄が浄化されそうだわ♪	0
サブコミュいつのまにか消されてたw	0
今日はリアル障害物走をするはめになったw	0
今週末の準備をしないとな	1
まさかあの方が紅楼夢前日オフに来てくれるとは！　テンションが上がってどうしようもない。	0
雛ちゃん大好き	0
12月の仮装祭か冬コミにコスもう一度やろう！　なんて言われたって好きな事をやりたいんだ！	2
もしくは年明けの仮装祭でもいいかな？	0
"もう枠内ではコスの話はしないほうがいいのかな？
SP直後の枠でメッチャ凹んだわ"	2
"決めた！コスはmixiかアーカイブだけで活動しよう。
SP2でマイミクさんと一緒にコス写真とれたときはメッチャ嬉しかったわ///"	0
サムネこっちのほうがあってるかも。雛ちゃんが大好きなことは大切なリスナーさんだけ知っていてくれればいいのよ	0
これは東方Project放送のアカウントなので業者はフォローして欲しくないなぁ	2
"考えてみると今の俺ってやりたいこと思い切りできているじゃないか。
これも東方Projectとニコ生のお陰ですね。"	0
"小学校入学前に好きだったお絵かきをまたやりたいと思うようになった。
これって運命を感じるね。"	0
やっぱこがさなのカップリングはいいなぁ	0
"昔からコスプレに興味あったけどまさか自分ですることになるとは
自分でも驚き"	0
"自分は黒いキャラ（服の色）がに合っているのかもしれないな
ルナサとかいいかもしれないね"	0
それにしても咲夜さんコスはひどかった。猛省します	0
おやすみなさい	0
紅楼夢でコスプレの勉強してきます	0
リアル幻想麻雀やりたい！	0
嫁コスしたことある人挙手しませう	0
今年も雛祭り企画できるといいな。	0
レイヤーさん呼んで雛コス祭りなんていいかもw	0
いまから京都に向かって出発します。	0
久々に常磐線乗ったよ	0
さてまずは橋姫神社に行こう	0
もうすぐで京都に着きます。荷物コインロッカーに入れよう	0
京都駅到着、そのまま宇治に向かいます	0
今日回ったとこ。橋姫神社、安井金比羅宮、清水寺、地主神社、晴明神社。	0
新快速で三ノ宮むかってるなう	0
いくらネットが発達してもアナログの付き合いは大切だよ、うん。	0
いま難波でカラオケオフ。	0
今から京都によってから帰る	0
電車の中にサークル参加された方々がいる。	0
せいがにゃん本ゲットだぜー	0
名刺持ってきて良かった。	0
前の席のおっさんが紅楼夢といったような。聞き違いかな	0
しかし大阪にいるのにテレビで石川の観光番組をやってるとは。これは帰省フラグですかw	0
掛川通過やね	0
雛ちゃんのスケブゲットしたえ	0
昨日今日と大阪観光と紅楼夢いってきました。地元の方が案内してくれたのでいろいろ回れました。やっぱ地元民は最強やー	0
今日紅楼夢で地方イベ紹介の時にぼんぼり祭の話があった。両方参加された人もいたよう。	0
常磐線快速ナウ	0
Suicaの残高がちょうどゼロになったw	0
めーさくのイラストでにやにや	0
僕と契約して年賀状交換しようよ！	0
最近とある仙人にはまっています。	0
さてアキバ行くか	0
カラオケ行きたいなー	0
いまからペンタブ見に行くんだもん	0
ガチで雛コスしようかしら	0
お会いするたびにコスのアドバイスを頂き、僕満足！	0
"電話機買ってきた。やっとひかり電話の恩恵を受けられる。
なにげに市外局番が2ケタなんだがなw"	0
"東方北陸祭、雛コスの方が多いらしい
ドラえも〜ん、どこでもドア出してよ〜"	0
今日だけは関東に住んでいることが悔やまれる	0
"北陸祭は宿泊費がかからないから楽なんだが、紅楼夢と重なってまうと
どーにも行けへんなぁ"	0
"こっそりコスしての生放送たのしかったー
メガネ外してたからコテハン読み間違えちゃったけど"	0
何気に私生活が充実している件	0
雛様とやりたい	0
まだ関西かぶれがなおってへんなあ	0
会社の女の子がコスしているらしい。東方キャラだったらと思うと胸熱やねん。	0
雛様といっしょだー うふふ	0
これは…本気で雛様に恋してるみたい	0
今乗ってた電車の運転手さんとても嬉しそうだった。何かいいことあったのかな？	0
雛様あいしてる	0
最近人妻もいいかなーと思えるようになった。変わったね私。	0
東方日記mixiに上げたら東方知らない友人から楽しそうだねって言われた。	0
さすがにコスプレ写真は見せれんがwww	0
大好きなあの娘のコスプレしようかしら？	0
量子力学の講義はいい睡眠薬でしたw	0
来月買うペンタブ決めたよ！	0
片山津温泉は父親所縁の場所だ。今度旅行に行こうかな？	0
うちの家族が昔絵を描いてたからあんたもやりたいならやってみと言われた。	0
かえってきたー	0
おはよう	0
フォロワー数が厄(89)い！	0
おはようございます	0
久々に都内出るか	0
今年は恋の予感がするぞ！	0
私の青春は今（正確に言えば去年の例大祭SP）から始まりました。	0
2万円あればすぐにペンタブ買ってくるのに・・・	0
"紅楼夢オフ会の最中のちょっとした出来事をmixiにつぶやいたら
「さすがだな！」って感心されちゃった。このテンションの高さをどうすればいいのでしょうか？"	0
コスのリベンジだってあるし、お絵かき放送もしたいし、友達もいっぱい作りたいのだ〜	0
マジで雛ちゃんコスしたいわ〜　予算がかさむけど	0
コスプレをするにはヒゲイベを攻略せねばならぬ	1
サークル参加できるのはいつのことやら	0
やるからにはガチでやります！生半可な気持ちではぜったいやらない！	0
おやすみなさい	0
昨日蘇我回りで帰った。意外と所要時間がかわらないのだった	0
今日幕張メッセでなんかイベントあるの？	0
臨時収入がほしい。使い道はコs…じゃなかったペンタブ買うの	0
あと２週間てペンタブ買えるぜー	0
先生の仰せのままに一つの絵に全力を尽くします。	0
Twitterの魅力にとりつかれた	0
おやすみなさい	0
やっぱ⑨号車はすいてるなー	0
思い切って東方好きなことをmixiでカミングアウトしたら意外となんともなかった。	0
逆にお前元気があっていいなと言われて小傘ちゃんが喜ぶほど驚いたっ！	0
おかげ様で2人目クリアできました〜	0
さてお仕事に戻ります。	0
明日早出なのでもう寝ます。おやすみなさい	0
ペンタブはintuos4を買います。あの描き心地は最高	0
おはようございます。昨日は寝落ちしてしまいました・・・	0
全く絵を描いてない僕が１ヶ月で年賀状のイラストを描くことに挑戦します。	0
テレビで諏訪湖の特集やってた。行きたいなー諏訪湖。	0
南船橋のららぽーとで時間つぶすか	0
レイトショー見たかったけど終電が厳しかったので見送った。	0
最近現金払い主義になってる	0
やっと美鈴さんで１位とれたー	0
ひらがなで診断したのはローマ字でやると残念だったから	0
超久しぶりにイラスト描いてみよう。まずは線画	0
今さらだか京都で食べたお夕飯。松茸ご飯美味しかった。	0
"おやすみ〜
青娥ちゃんアナログで練習してたw"	0
せいよし本を探しにいざアキバへGO!	0
昨日の夜、急に仕事の依頼がきちゃった。	0
今日放送できたら奇跡です	0
皆は大⑨州でエンジョイ、私は短納期の仕事で大苦渋です。	2
よーし今日の厄流し（翻訳作業）は終わりだわ！	0
来年４月までに新しい仕事を始めたい。何やろうかなぁ	0
前に比べて翻訳スピードが速くなった。集中してたからなぁ	0
年賀状１枚分のイラストにどれだけ時間掛かるかな？	0
今日の私は冬コミ直前の同人作家の心境です。	0
大学生はいいなぁ	0
年賀状交換しよーよ。	0
なぜか某自動車用品販売店からフォローされてるw	0
いまからご飯炊こう	0
今から２つお隣の市のスーパー銭湯いってきます。	0
今からイラスト練習するです	0
"魔理沙ちゃん描いてみた。初めてのカラー絵にしてはマシかな？
だがまだお見せできる状況ではないです。"	0
『情熱と呼べるほどの強い思いさえあれば、まず何でもやり遂げることができます。自分自身の成功への情熱と呼べるほどの強い思いが、成功への鍵なのです』（京セラ創業者　稲盛和夫）　今まさに当てはまってます。	0
"ちなみに目は私が一番好きなサークルさんのイラストを参考にした
。"	0
臨時収入があったから定期下ろさずに済んだ。	0
仕事おわりー	0
幕張メッセ通らずに通勤できんかな？イベント時の混雑が辛い。	0
仕事おわりー	0
東方プロジェクトの世界は広いようで狭いと感じる。	0
いつペンタブ買いに行こうかな？	0
この人とあの人知り合いだったの！と云うことが多々あります。	0
携帯の無料通話使い切れないー(>_<)	0
イラスト描きの経験値が若干上がった。	0
今からペンタブ買いにいきます。	0
浅草の定食屋さんでランチなう	0
あと20分で最寄り駅	0
おはようございます！	0
ペンタブ買ってきました♪やっぱりintuos4はいいね！	0
仕事おわりー！帰るよ。	0
"おはよよーございます。
これから朝ごはん食べて仕事に行ってきます〜"	0
ルート変えて正解だったな	0
また京葉線止まったのかw	0
東西線空いてます	0
おはようございます。昨日は寝落ちしてしまいました。	0
おはようございます。	0
秋姉妹が出てきそうな光景だぬ	0
日帰り旅行楽しかったです。これから帰るよ	0
"今年は節目の年。何か新しい仕事を始めたい。
仕事にはしないけどイラストも練習しておこう"	0
おはようございます。	0
魔理沙の下書きはアナログでやろう。デジタルだと時間がかかり過ぎる	0
風景画はどう描いたら良いのかな？	0
魔理沙のちゃんの金髪可愛すぎて描くのが辛い←単に難しくて描けないだけ	0
おはよーです。只今医者	0
おやすみなさい〜	0
おはよーです。風邪よくなったけど乾燥してると咳き込んじゃいます。	0
仕事おわりー	0
今日は放送をお休みさせていただきます。	0
スペルカードってペルソナにもあるんだけど検索するとほぼ東方で埋め尽くされている悲しさ	0
まさか自分にここまで集中力があるとは思わなかった	0
お仕事終わりー	0
自分もイラストレーターデビューしたから分かるが、１枚のイラストをかきあげるまでにどれだけの時間がかかるか見に染みる。	0
仕事終わりー 今日は久々に外食しよう	0
明日飲み会だー楽しみ	0
今日は修羅場。明日までに文献仕上げなくては	0
まはりくまくはりめっせっせー♪	0
ヨドバシAKIBAなう	0
電気ポット壊れたからもうすぐ買おう	0
来年もSP開催してほしいな	0
昨年はクリスマス直前に会社の女の子がサンタのコスプレやってたけど、今年もやるのかな？	0
東京23区で品川から30分圏内に引っ越したい	0
安井金比羅宮の効果は抜群でした。	0
ワンセグでテレビ見れた！やったね！	0
しかしなぜかチバテレビだけ見れないというね	0
コミケカタログ買った	0
この１〜２年精神的に若返ったかもしれない。	0
最近投資をよくやってるのに着実に貯金できてるのはなぜだろう？	0
日曜なのにやけにスーツ姿の人が多いと思ったら就活イベントだったのね。頑張れ就活生！	0
昨日CPUエラーでたから何事！と思ったが、ただファンにほこりがたまっていただけだった。	0
舞浜駅でディズニーリゾートラインの乗り換えを案内する車掌さんは以外に少ない。	0
お仕事おわりー。明日は１時間早く家を出ないと。	0
今日改めて自分の運動不足を思い知らされた。	0
ついに自分を投げたしてしまった←mixiに東方大好きーを晒した	0
厳密に言うとクリスマスの前々日ですが	0
スタンドマイクをみにいざいかん	0
目の前にリア充がいるんだがwww	0
さあもうすぐ沢山のリア充が乗り込んで来るぞ！皆覚悟はよいか!?	0
今日は事務所移転だったー。	0
最近やけにひねくれ根性の人が多いな	0
来年早々に勤務地がかわりそう。	0
リア充のはっきりとした定義を教えてください。	2
ホワキャンいってきたけど入り口にコスプレした人がいたくらいで中はガランガランだった。	0
ちょっとだけクリスマスっぽい話をしよう。	0
無理やり告白してもいいことなんてなかったんや。以上	0
年賀状ご希望の方はリプ下さいな♪	0
仕事で外国の方とお話することがあるけど、やっぱ緊張するね〜	0
"初音ミクのProject DIVAのアーケード版やってみたいけどよくわかんない。
でも楽しそう〜"	0
やばいっ！ 来年３月に雛フィギュアが発売とな！	0
これからアキバで飲み会だ	0
何か電車の広告にミルキィホームズがあるけど人気なのかな？	0
本日の生放送はお休みします。	0
お休みなさいー 寝ないけど	0
皆さん、おはようございます。	0
年賀状送付ご希望の方は本日中にskype「kogasanalove」あるいはツイッターDMをください。本日で締め切ります	0
年賀状交換を申請していただいた方への年賀状、本日すべて投函しました。投函日が遅いため元旦に届かない場合がありますがよろしくお願いします m(__)m　	0
おはようございます。今日で仕事納めです。	0
コミケ終了５分前	0
只今帰りました〜	0
新木場なう	0
皆さん明けましておめでとうございます。僕はこれから都内で遊んでから実家に帰ります。	0
もうすぐ両さん馴染みの亀有	0
今から原宿に向かいます。	0
ニコニコ神社参拝おわたー	0
石動駅通過。あと15分くらいかな	0
ニコニコ神社参拝したときのコメントみんな優しすぎて泣いた(;;)	0
実家近くのスーパーで買い物なう	0
実家なう	0
東方をほとんど知らない友人からコミケ２日目の夕方にコミケお疲れ様メールが来た。	0
さてついにボカロに着手する時が来たか！	0
カラオケのボカロ曲を作ってる方はプロなのかしら？	0
まだ練習中ですので	0
いま描くならゆるゆりかな。東方以外だと。	0
アキバでみらパ買って帰るー	0
ちょっとだけイラスト描いて寝よう	0
親が好き勝手やってるんなら俺も好き勝手やるんだもん！	0
というか既に好き勝手やってる。	0
正月休みに帰省してある話を聞いてから正直呆れた(-_-;)	3
今の私は何気にプチリア充です。	0
サークル活動するための課題。１.画力アップ。2.サークル名を決める。3.相方を募集する。4.人脈を広げる。5.コテハン変える必要あるかしら？kogasanaのままでもいいのん？	0
まずは小規模オンリーから始めていこう♪	0
さてまずは画力を上げる。それから何をベースにやっていくかだ。	0
私が大ファンのサークルさんが超多忙な中、素晴らしい作品を出されていて、自分にも出来るかもと淡い期待が生まれたのです。	0
せっかくintuos4を買ったのだからフル活用しないとね！	0
サークルメンバーは二人がいいな。	0
音楽サークルはないな。あとはグッズ、イラスト集、同人誌あたりかな？人脈次第ではガレキ、フィギュアもありかも。	0
なんであと五年遅く生まれなかったんだとつくづく思う。	0
年賀状用に華扇と魔理沙描いたので、２月には萃香を描こう。そして３月には///	0
年末年始とキャリーケースの出番が多い	0
北千住なう	0
あれで1500円は安いねっ	0
しかし腹へった	0
名刺４枚も渡せるとは思わなかったよ。	0
仮装祭お疲れさまでした！僕の名刺を受け取ってくださった方、ありがとうございました。	0
東方イベントの最中になぜか友達から電話がよくある。	0
その時は自宅にいる、もしくは都内にいると誤魔化す私。	0
瀟洒な翻訳者になりたい	0
そして瀟洒なイラストレーターに（ぉぃ）	0
こちらこそよろしくお願いします。フォローありがとうございました。	0
お風呂から帰還〜	0
明後日は会社の新年会だー	0
最近市販の鏡餅は中に切り餅が入ってるのね。便利だけど味気ない…	0
お宝写真を眺めながらニヤニヤちうw	0
一生大切にします。	0
mixiボイスに転送できない・・・	0
今日も元気に行きましょう！	0
朝ごはん何食べようかなぁ〜	0
にゃんにゃんかわいい	0
さてお絵かきするか	0
二度寝しちゃった。	0
"仮装祭、名刺持って行って大成功！
今度から絶対持って行こうっと"	0
"眠れないので3月の生放送のコメント見直していたら
ちょっと悲しくなった。"	0
3月12日の生放送のコメントが痛々しい・・・	0
本当に寝ます。おやすみ！	0
"また勤務場所が変更になった・・・
でもちょっと歩けばアキバが定期でいけるというお得ですっ！"	0
アクセス特急のってもーた	0
高砂から戻りなう	0
本数は少ないし運賃は高い。どちらか改善してくれ。	3
町屋辺りに住みたい。	0
新年会行くくらいならパチスロやった方がましだ。	3
あ、競馬でもいうか。	0
チゲ鍋たべに来た	0
まじてやる気出ないわー 来週から勤務先変わるからいいけどさ	2
今週で船橋ともお別れかー	0
さて、今日は渋谷で音盤夜行があるのだよー	0
音盤夜行会場についたー	0
フリル地獄からぬけだせない←衣玖さんで幻麻ラスってばっか。	0
誰か僕のコスプレ写真撮ってくれる優しいか方はいらっしゃいませんかーw	0
コスプレ始めてからお肌ケアに気を使うようになった。	0
3着目のコスプレ衣装は何にしようかなー	0
今日で千葉勤務終わり。 みんな大好きだー！	0
さて三連休をいかにして過ごすかだなぁ	0
今から徹夜で仕事終わらせる・・・はずっ！	0
英辞郎がやけに重い。受験シーズンだからかな？	0
お風呂行ってきま〜す	0
三日ぶりに飲むビールは格別だぁ〜	0
おはよーございます。今日は雪がすごいね	0
すごい具合悪い。水以外何も喉を通らない(>_<)	0
お蕎麦おいしかった	0
定期買ったよー これでアキバや上野行き放題やえー	0
りんかい線ガラガラだったなぁ。	0
しかし山手線で通勤とはすっかり都会的になったもんだ	0
上野駅ナカのお店は朝メニューが充実してるな。	0
お仕事おわりー♪明日はお休みだ♪	0
ウイルス対策ソフト入れててよかった〜	0
全く心当たりのない方からDMが来て開けようとしたらウイルス対策ソフトでブロックされてたのでおかしいと思って再度確認したらウイルスだったみたいです。	1
アクセスはしていないので大丈夫だとは思いますが、もしも自分から英文のDMが届いたら削除してください！	0
今日は眠いので寝ます。おやすみ〜	0
洗濯機も冷蔵庫も高い。Amazonで買うか。引っ越した後だけどね	0
明日から引越し資金貯める。専用の口座つくってこよ	0
さてと寝ます。おやすみ〜	0
